Time,Displacement,Force
(s),(mm),(N)
17.5400,5.8471,847.7902
17.5600,5.8535,848.0378
17.5800,5.8599,848.2838
17.6000,5.8667,848.5336
17.6200,5.8736,848.8818
17.6400,5.8805,849.2765
17.6600,5.8872,849.6617
17.6800,5.8942,850.0254
17.7000,5.9009,850.3787
17.7200,5.9073,850.7065
17.7400,5.9140,850.9736
17.7600,5.9208,851.3077
17.7800,5.9275,851.6584
17.8000,5.9341,851.9734
17.8200,5.9407,852.2604
17.8400,5.9473,852.5845
17.8600,5.9539,852.8833
17.8800,5.9606,853.1658
17.9000,5.9670,853.4553
17.9200,5.9734,853.7279
17.9400,5.9801,853.9900
17.9600,5.9868,854.2944
17.9800,5.9934,854.6127
18.0000,6.0001,854.9277
18.0200,6.0071,855.2595
18.0400,6.0140,855.6731
18.0600,6.0207,856.0612
18.0800,6.0276,856.4177
18.1000,6.0342,856.7547
18.1200,6.0408,857.0666
18.1400,6.0474,857.3549
18.1600,6.0542,857.6647
18.1800,6.0610,857.9966
18.2000,6.0673,858.3035
18.2200,6.0741,858.5767
18.2400,6.0807,858.8818
18.2600,6.0871,859.1817
18.2800,6.0936,859.4308
18.3000,6.1002,859.6803
18.3200,6.1068,859.9713
18.3400,6.1133,860.2254
18.3600,6.1201,860.5222
18.3800,6.1271,860.8787
18.4000,6.1338,861.2591
18.4200,6.1409,861.6486
18.4400,6.1476,862.0258
18.4600,6.1541,862.3574
18.4800,6.1608,862.6374
18.5000,6.1676,862.9423
18.5200,6.1742,863.2441
